OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
377,Active,Central Jail (CJL),,,COM,,LAC,Los Angeles,COUNTY,,,441 Bauchet St,Los Angeles,90012,213-473-6100,,,a3cc1946-687c-4d0d-b605-705524dfe253,163392.254700001,-437875.4296
378,Active,Cerritos Station (CSS),,,COM,,LAC,Los Angeles,COUNTY,,,18135 Bloomfield Ave,Cerritos,90703,562-860-0044,,,4b47eacb-8e12-4c52-b99e-016d8b7bc2a0,179052.909899998,-459158.1271
379,Active,Cerro Negro (CRN),,,COM,LAC,LAC,Los Angeles,CITY,,,1528 Sugar Loaf Dr,Glendale,91011,,34.1875132246594,-118.208083,67040a0b-abeb-4e66-85d4-4beca7948df7,165142.774500001,-423803.545
380,Active,City Walk/Universal City (CTYWLK),,,COM,LAC,LAC,Los Angeles,FIRE DISTRICT,,,1000 Universal Studios Blvd. Building 4505 / N4 Tower,Universal City,91608,,34.1364346661394,-118.354898728836,8197e00f-ffc0-407b-b660-76b3a3f7fa40,151713.234900001,-429716.4286
381,Active,Claremont Site (CLM),,,COM,LAC,LAC,Los Angeles,FIRE DISTRICT,,,1616 Monte Vista,Claremont,91711,,34.1141721092066,-117.696704728836,b6332cc6-945e-434e-9d31-4a0fa3c0981c,212461.9826,-430921.545
382,Decommissioned,College Peak,,,COM,LAC,LAC,Los Angeles,,,,,,,,34.0166627973886,-118.015617806536,7bdd7019-463b-48d6-9d61-103cd543e4dd,183275.7896,-442401.1183
383,Active,Compton Courthouse (CCB),,,COM,LAC,LAC,Los Angeles,CITY,,,200 W Compton Blvd,Compton,90220,,33.894181685118,-118.225408364418,d702d4df-0331-4f8d-b4ad-295f0235aa2a,164156.506299999,-456368.0702
384,Active,County of Los Angeles Fire Department HQ/CC,,,HQ,,LAC,Los Angeles,COUNTY,G,P,1320 North Eastern Avenue,Los Angeles,90063,323-881-6139,,,966c385a-2a30-4908-a93a-976b0f6c9035,168760.769000001,-438813.2619
385,Active,Crescenta Valley Station (CVS),,,COM,,LAC,Los Angeles,COUNTY,,,4554 Briggs Ave,La Crescenta-Montrose,91214,818-248-3464,,,450911cb-b64c-40f0-bd89-27920a6aec70,163016.071899999,-420104.8882
386,Active,Criminal Courts Bldg (CCT),,,COM,LAC,LAC,Los Angeles,COUNTY,,,210 W. Temple St.,Los Angeles,90012,,34.055068672527,-118.243367364418,5f079f15-370c-4b32-8928-20e650e64bd8,162164.806299999,-438556.6132
387,Active,Dakin Peak (DPK),,,COM,LAC,LAC,Los Angeles,COUNTY,,,Santa Catalina Island,,90704,,33.3498636070624,-118.353116682209,feebf9b2-2a8d-4dc6-9ce5-51d4db83fd21,153447.328400001,-516909.8943
388,Active,Del Valle Regional Emergency Training Center,,,TC,,LAC,Los Angeles,COUNTY,L,P,28101 Chiquito Canyon Rd.,Castaic,91384,616-257-4740,,,09eda22e-63a6-41ad-98f1-92d81538b961,122663.216600001,-397703.9125
389,Active,DWP Pump Sta 38 (DPW38),,,COM,LAC,LAC,Los Angeles,FIRE DISTRICT,,,39750 163rd Street E,Palmdale,93591,,34.604246213732,-117.840588364418,6b3455ba-fdb1-4447-ad52-66ed01fe13b2,197953.720899999,-376867.2624
390,Active,East County Training Center,,,TC,,LAC,Los Angeles,COUNTY,L,P,3325 W Temple Ave,Pomona,91768,,,,df3eef77-9dfc-4db7-9b2b-8cf959aba59f,202357.270300001,-438757.0502
391,Active,East LA Station (ELA),,,COM,,LAC,Los Angeles,COUNTY,,,5019 E 3rd St,East Los Angeles,90022,323-264-4151,,,bf249624-d8ed-4d13-97a6-d69a890fae1f,170113.983800001,-440684.9234
392,Active,East Sunset Ridge,,,COM,LAC,LAC,Los Angeles,FIRE DISTRICT,,,Angeles National Forest,,,,34.1878500995418,-117.699666364418,190c6ac0-7261-4239-8f0a-77d40d2ce720,211990.545299999,-422756.7027
393,Active,Eastern (EVA),,,COM,,LAC,Los Angeles,COUNTY,,,1381 Rockhaven St,Monterey Park,91754,,,,d9a06b9b-380b-4a49-a20c-836b4082cc39,170332.8138,-439313.4264
394,Active,Fenner Canyon CC,BDU Fenner Canyon CC,FCY,CC,BDU,LAC,Los Angeles,FEDERAL,B,P,P.O. Box 7 ,Valyermo,93563,661-944-5086,34.3898079710663,-117.775232005933,b8d3b540-8347-4471-bace-8592c3ff8255,204502.219999999,-400519.9529
395,Active,Fire Command & Control (FCCF),,,COM,LAC,LAC,Los Angeles,,,,1320 N Eastern Ave,Los Angeles,90063,,34.0524816727299,-118.172166364418,165873b3-7c89-4906-834b-2b4c77b38170,168742.465,-438719.2803
396,Active,Fire Station 157 (FS157),0157,157,COM,,LAC,Los Angeles,FIRE DISTRICT,G,N,15921 Spunky Canyon Rd.,Green Valley,91350,661-270-0158,,,b330a502-c2a2-40d5-846a-9af75dc26a64,145725.428100001,-376389.2805
397,Active,Frost Peak (FRP),,,COM,LAC,LAC,Los Angeles,COUNTY,,,Blue Ridge Road 3N06,Azusa,91702,,34.3514720780128,-117.674756,534a4984-3e2f-466d-b0f4-9aae9aac08af,213840.5154,-404551.5781
398,Active,FS 1,001,1,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1108 Sheriff Rd.,Los Angeles,90063,323-268-5884,34.0498249413547,-118.170778488725,30cccbc8-b46f-4139-9896-d0878e74295c,168876.2498,-439010.9229
399,Active,FS 10,010,10,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1860 E. Del Amo Blvd,Carson,90746,310-632-8230,33.8464203132248,-118.235475047614,6c65e0e2-5074-4f4a-a5e2-3408483fdf91,163322.857900001,-461681.0493
400,Active,FS 100,,,FSL,,LAC,Los Angeles,CITY,L,P,540 Pier Avenue,Hermosa Beach,90254,310-318-0161,,,298f58c5-0e15-441a-9bbd-91e440d94e6a,148372.638500001,-459978.8999
401,Active,FS 101,101,101,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,606 W. Bonita Avenue,Claremont,91711,909-626-7351,34.0962112839659,-117.723600505967,3f4cdfe5-2d4f-4a02-864a-b0e15671a8df,210029.361900002,-432972.8354
402,Active,FS 102,102,102,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,2040 N. Sumner Avenue,Claremont,91711,909-626-0971,34.1211122927328,-117.738140109222,d8db1c22-5972-4abb-96b9-59629b631d73,208622.247900002,-430243.3205
403,Active,FS 103,103,103,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,7300 S. Paramount Blvd.,Pico Rivera,90660,562-942-1015,33.9827815291874,-118.108163269609,9c0e1418-c200-447d-8ca7-a81b11fa6230,174803.441399999,-446332.7728
404,Active,FS 104,104,104,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,26901 Golden Valley Rd.,Santa Clarita,91359,661-255-0509,34.4067619745458,-118.503602687279,6e67edec-5139-4804-8946-7dba9da1e4a7,137198.7632,-397575.1099
405,Active,FS 105,105,105,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,18915 S. Santa Fe Ave.,Rancho Dominguez,90221,310-632-1634,33.8597979081947,-118.216534202561,0e6e74c5-deb6-43f3-b237-b84d068737ef,165047.892700002,-460164.8792
406,Active,FS 106,106,106,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,413 Indian Peak Road,Rolling Hills Estate,90275,310-377-9523,33.77208719136,-118.376307880888,b1a1956f-09b1-413b-9200-921a90ce9a08,150429.996100001,-470156.1903
407,Active,FS 107,107,107,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,18239 W. Soledad Canyon Rd.,Santa Clarita,91351,661-252-2414,34.4167709324265,-118.45121266903,3f611618-d3ea-4db8-974e-d6cf85c673bf,142323.814800002,-398764.89
408,Active,FS 108,108,108,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,28799 N. Rock Canyon Dr.,Santa Clarita,91390,661-297-8653,34.4688054079551,-118.514667612329,12b7df1b-984e-483b-a2ce-c8d543b45f36,136402.775699999,-393084.4331
409,Active,FS 11,011,11,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,2521 N. El Molino Avenue,Altadena,91001,626-797-0379,34.1885775316243,-118.132825374597,7d8a32d9-f39c-47d8-9618-5dbb5228aa0b,172076.532200001,-423552.8331
410,Active,FS 110,110,110,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,4433 Admiralty Way,Marina Del Rey,90292,310-823-3773,33.9839207437116,-118.448571130986,42661151-68a0-4b55-8adf-69a00a9858bf,143351.211800002,-446777.5955
411,Active,FS 111,111,111,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,26829 Seco Canyon Road,Valencia,91350,661-296-5758,34.4342005705008,-118.5319519786,ee1b25f7-7838-4a9a-95d5-0a116f1c4c73,134875.100499999,-396948.9639
412,Active,FS 112,112,112,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8812 W Ave E-8,Lancaster,93535,661-948-2401,34.7544033214413,-118.288185826039,c3d13c1c-d6a1-488c-a8ac-a5d2b68e24ea,156626.7163,-361039.8418
413,Active,FS 114,114,114,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,39939 N. 170th StEast,Palmdale,93550,661-264-4583,34.6068976743009,-117.825437049644,4e97646d-a44a-47ad-82d4-b0a973d33f31,199335.632399999,-376540.7563
414,Active,FS 115,115,115,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,11317 Alondra Blvd.,Norwalk,90650,562-868-5212,33.8878146468382,-118.092127817482,05fa39d4-e95c-4d75-82f2-6a35e46bc356,176496.848299999,-456834.1401
415,Active,FS 116,116,116,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,755 E. Victoria Street,Carson,90746,310-324-5941,33.8673994445074,-118.261859766488,9013704b-39dd-401b-8753-bcb5a2d771d2,160838.3345,-459399.8726
416,Active,FS 117,117,117,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44851 N 30th St East,Lancaster,93535,661-946-0471,34.6986628954087,-118.077471802004,e8d9afd3-d805-424e-8a53-52fb639c1eb0,176029.343499999,-366856.447
417,Active,FS 118,118,118,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,17056 Gale Avenue,City of Industry,91745,626-854-3488,34.0002358570487,-117.935482335432,de2c9eb5-51c7-44de-9acf-465ded65ce40,190714.380199999,-444064.2652
418,Active,FS 119,119,119,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,20480 E. Pathfinder Road,Walnut,91789,909-598-4290,33.9763474424111,-117.855437884004,3dd0a56d-55c9-4d51-ae4d-9366324dc983,198167.357099999,-446549.1766
419,Active,FS 12,012,12,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2760 N. Lincoln Avenue,Altadena,91001,626-797-1911,34.1929384615054,-118.15845710327,0b37daab-0958-441a-a5bd-91f75def23bb,169705.2612,-423115.3017
420,Active,FS 120,120,120,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1051 S. Grand Avenue,Diamond Bar,91765,909-861-5995,34.0019006785251,-117.814216768191,b785129d-5e68-4885-a7d4-a1120f0f1a06,201910.368099999,-443628.5505
421,Active,FS 121,121,121,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,346 S. Armitos PLace,Diamond Bar,91765,909-396-0164,34.0259904100884,-117.793259460977,c64d761d-123b-4a26-bbfd-3f9227ca5862,203783.748100001,-440912.2966
422,Active,FS 122,122,122,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2600 E. Greenmeadow Road,Lakewood,90712,562-421-7713,33.833667858363,-118.160826865476,3a8a55ea-b6ae-4ecd-8e78-7eaa24c75ddc,170258.8116,-462963.7471
423,Active,FS 123,123,123,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,26321 N. Sand Canyon Rd,Santa Clarita,91351,661-252-1235,34.3849575738548,-118.414078782389,02e45e7e-dabf-46f8-a3f2-3e4f4d41f943,145794.894400001,-402238.2902
424,Active,FS 125,125,125,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,5215 N. Las Virgenes Road,Calabasas,91302,818-880-4411,34.1511519683992,-118.69778293192,70c9463c-40d8-469f-95f8-6cf3abd70e88,120072.095400002,-428574.8195
425,Active,FS 126,126,126,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,26320 Citrus Dr.,Santa Clarita,91355,661-753-9710,34.4150757559201,-118.553235263128,9836aae2-4e01-4369-9879-501995490d12,132952.2797,-399101.093
426,Active,FS 127,127,127,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2049 E. 223rd Street,Carson,90810,310-830-3170,33.8246416185007,-118.238350684513,be4e76ee-c4ff-4037-9a49-b99197827253,163101.598499998,-464100.8777
427,Active,FS 128,128,128,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,28450 Whites Canyon Road,Santa Clarita,91351,661-297-1692,34.4420452018986,-118.472242770795,58f78e20-2bfe-4e0e-8d6b-68971dc50221,140345.144499999,-395991.8795
428,Active,FS 129,129,129,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,42110 6th St West,Lancaster,93534,661-940-7700,34.6480688781057,-118.140790199952,c678c881-3cf8-4954-9c12-4344118784e8,170342.7381,-372586.853
429,Active,FS 13,,,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3375 Fruitland Avenue,Vernon,90058,,33.9967027273235,-118.205097403409,4899a35e-ae80-47dc-a4f3-272c8635f78c,165819.845800001,-444963.5558
430,Active,FS 130,130,130,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44558 40th Street West,Lancaster,93536,661-945-5788,34.6928139362034,-118.201103772075,b835dfb7-1412-4d16-86d0-ab9d006f7e78,164723.226100001,-367727.7348
431,Active,FS 131,131,131,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2629 E. Avenue S,Palmdale,93550,661-947-8700,34.5584467935077,-118.081277022406,673163e0-665a-464f-9e6e-2901bb3bf108,175995.925999999,-382423.4389
432,Active,FS 132,132,132,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,29310 Sand Canyon Road,Santa Clarita,91387,661-250-0531,34.43924297539,-118.417761139396,a2cd22e1-4bfd-4047-9826-e24bdbeced21,145355.876499999,-396220.7038
433,Active,FS 134,134,134,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,43225 North 25th Street West,Lancaster,93534,661-723-8546,34.6683007040372,-118.175045114023,91a10d35-e29e-4836-abe5-cf0742640835,167161.455600001,-370402.5776
434,Active,FS 135,135,135,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1846 E Avenue K-4,Lancaster,93535,661-726-0732,34.671075335653,-118.095199659526,76cf3a68-f2ae-4305-9221-c56a115c848e,174467.905299999,-369950.8023
435,Active,FS 136,136,136,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3650 Bolz Ranch Road,Palmdale,93551,661-267-7893,34.6161532664708,-118.194754879566,90eccf00-9fc0-4ed9-b9c8-a2340e82a14e,165466.5255,-376224.2106
436,Active,FS 14,014,14,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1401 W. 108th Street,Los Angeles,90047,323-756-9900,33.9384947882137,-118.300550898129,afccf6a4-2847-49f2-9b17-526a5f7ab474,157117.113699999,-451580.8403
437,Active,FS 140,140,140,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8723 Elizabeth Lake Road,Leona Valley,93551,661-270-1585,34.6173194925195,-118.284888065108,40b14163-633d-46cc-bb99-6174d01b2432,157203.670400001,-376248.1695
438,Active,FS 141,141,141,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1124 W. Puente Street,San Dimas,91773,909-599-7117,34.0745934763419,-117.829460512997,5098e67d-d72f-43aa-b33a-88f65937a47d,200319.010499999,-435599.3904
439,Active,FS 143,,,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,28580 Hasley Canyon Road,Castaic,91355,661-257-5009,34.4544230993598,-118.633709485788,d8a53001-9ae6-49d3-adeb-49c1e7381b96,125494.673900001,-394845.305
440,Active,FS 144,144,144,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,31981 W. Foxfield Drive,Westlake Village,91361,818-889-1626,34.138988520123,-118.819265268939,578b19be-549a-4e38-843a-a4933a1a5c55,108888.228700001,-430070.8045
441,Active,FS 145,145,145,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,1525 S. Nogales Avenue,Rowland Heights,91748,626-854-3486,33.9893100473651,-117.889523531278,06eaf04b-1420-41a9-988f-4f483c1fa337,194986.208000001,-445182.3964
442,Active,FS 146,146,146,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,20604 Loyalton Drive,Walnut,91789,909-595-7711,34.0450887460211,-117.852792765655,9789ed72-7068-4986-b42b-69c15c7840fc,198240.179400001,-438920.535
443,Active,FS 147,147,147,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3161 E. Imperial Highway,Lynwood,90262,310-603-5255,33.9305206393412,-118.214246249188,b793bcb9-20db-4d52-8404-f5a9f64ed252,165111.870200001,-452318.4746
444,Active,FS 148,148,148,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,4264 Martin Luther King Blvd.,Lynwood,90262,310-603-5270,33.9221742913944,-118.190363940388,3a8330ea-f2ca-4994-beae-4018e53db694,167337.444899999,-453202.1567
445,Active,FS 149,149,149,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,31770 N. Ridge Route Rd.,Castaic,91384,661-257-3020,34.4965586924075,-118.616063216883,9b5c7af0-5ec5-41cc-8c74-47864de3496f,127047.102299999,-390145.6496
446,Active,FS 15,015,15,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,11460 Santa Gertrudes Ave.,Whittier,90604,562-943-4537,33.9296909935138,-117.993420819102,a4b216dd-df81-4552-860d-5be8014153a9,185528.589299999,-452002.1241
447,Active,FS 151,151,151,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,231 W. Mountain View Avenue,Glendora,91740,626-963-2733,34.137794617241,-117.867669032173,86f2d8da-514f-41a7-88e7-bf36e3da43f4,196635.691599999,-428669.9472
448,Active,FS 152,152,152,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,807 W. Cypress Street,Covina,91723,626-974-8361,34.0960329277673,-117.905880028155,1de494ed-5c68-4d2a-94f9-c136207eec61,193214.9364,-433380.2561
449,Active,FS 153,153,153,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1577 E. Cypress Street,Covina,91724,626-974-8362,34.096116873635,-117.857596361846,644774aa-59bd-4a4b-8927-ae7c20dc5073,197668.8642,-433271.4122
450,Active,FS 154,154,154,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,401 N. Second Avenue,Covina,91723,626-974-8331,34.0895725181802,-117.888334767303,b0ccba9b-64f6-4ca5-abad-3a60a28942ee,194849.442899998,-434060.8492
451,Active,FS 155,155,155,FSCC,LAC,LAC,Los Angeles,COUNTY,L,P,P.O. Box 5011,Avalon/Two Harbors,90704,310-510-0424,33.4416742726161,-118.500259548282,08bee2cd-365d-47c6-ba75-b9ea6da5224c,139518.3037,-507032.8964
452,Active,FS 156,156,156,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,24505 Copper Hill Drive,Valencia,91354,661-257-6734,34.4539946440886,-118.566545106622,e40ea371-b5dc-4140-92a7-3e1f74c2ec1c,131663.960999999,-394801.2182
453,Active,FS 157,157,157,FSCC,LAC,LAC,Los Angeles,COUNTY,L,P,15921 Spunky Canyon Road,Green Valley,91350,661-724-3331,34.6178460575934,-118.410065781365,c177f7e7-31b2-46a4-a71b-18464ffc87ad,145710.4001,-376374.4048
454,Active,FS 158,158,158,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1650 W. 162nd Street,Gardena,90247,310-217-8351,33.8834920808007,-118.306053465849,1edf83db-7432-4631-aac2-17662f51bbf3,156717.436299998,-457689.3936
455,Active,FS 159,159,159,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2030 W. 135th Street,Gardena,90249,310-217-7066,33.9089678525198,-118.314655891235,7f7cd56e-cd04-4726-8380-b28ab79b0deb,155871.432599999,-454878.5194
456,Active,FS 16,016,16,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8010 S. Compton Ave.,Los Angeles,90001,323-585-5002,33.9662592544679,-118.247405779745,0dab0c63-7803-4afe-9e70-52db42a797f0,161973,-448412.3799
457,Active,FS 160,160,160,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5323 W. Rosecrans Avenue,Hawthorne,90250,310-970-7974,33.9021309668154,-118.372914204199,8e0e99bd-2a1c-44dd-8db2-14deeb35d582,150496.881499998,-455730.8163
458,Active,FS 161,161,161,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,4475 W. El Segundo Blvd.,Hawthorne,90250,310-970-7972,33.9166672665998,-118.354412704893,727ba4c2-33f3-4627-b33e-707ddfe33a3d,152180.019900002,-454089.286
459,Active,FS 162,162,162,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,12151 S. Crenshaw Blvd.,Hawthorne,90250,310-970-7973,33.9218799222663,-118.326819439958,d090b960-0aae-42e2-9322-9ca0870225e8,154721.314399999,-453466.566
460,Active,FS 163,163,163,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,6320 Pine Ave.,Bell,90201,323-560-1571,33.9794251706835,-118.188511738315,fbe18823-85ad-41c3-8b5a-2ca5dd948a11,167387.375700001,-446849.9895
461,Active,FS 164,164,164,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,6301 S. Santa Fe Ave.,Huntington Park,90255,323-589-1350,33.9833327382542,-118.230572447028,742151c0-3453-455a-a2e7-9fcc426502c2,163493.198100001,-446490.0347
462,Active,FS 165,165,165,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3255 Saturn Ave.,Huntington Park,90255,323-589-1311,33.9762707336254,-118.208493973962,de96c3b3-f653-4307-8fae-d7959fcc8552,165547.784600001,-447234.9008
463,Active,FS 166,166,166,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3615 N. Santa Anita Ave.,El Monte,91731,626-527-6940,34.0751329238636,-118.041772205026,9809976a-039a-41c8-a7f0-86c5670e4bc8,180726.5865,-435966.2146
464,Active,FS 167,167,167,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,11567 Bryant Road,El Monte,91731,626-459-4115,34.0789723089698,-118.02080920074,794c3df9-a497-46ca-b465-8684d4f94f62,182652.0984,-435500.2235
465,Active,FS 168,168,168,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3207 N. Cogswell Rd.,El Monte,91732,626-459-4113,34.0645831664974,-118.018433297404,931092c4-a2e5-487c-a8a6-4581a743c624,182904.687800001,-437091.4988
466,Active,FS 169,169,169,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5112 N. Peck Rd.,El Monte,91732,626-459-4114,34.0955266534062,-118.011872108054,d1a6ac56-f9cf-42c8-ab45-65ea5616c6ed,183438.236400001,-433646.9476
467,Active,FS 17,017,17,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,12006 Hadley Street,Whittier,90601,562-698-8455,33.9825013680266,-118.048856836257,12cde93b-46ba-4f49-90dd-26cfb4ae14d9,180283.1622,-446252.7817
468,Active,FS 170,170,170,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,10701 S. Crenshaw Blvd,Inglewood,90303,310-419-2198,33.9384099559467,-118.326826229151,7d93bafc-5927-479b-88b0-09239fb7a3c5,154688.3325,-451633.455
469,Active,FS 171,171,171,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,141 W. Regent St.,Inglewood,90301,310-419-2160,33.9647167968886,-118.356809109392,fc6793bd-3ff4-4745-b740-06a66bc1c24f,151866.065200001,-448764.5147
470,Active,FS 173,173,173,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,9001 S. Crenshaw Blvd,Inglewood,90305,310-419-2190,33.9557227009335,-118.326745393572,e595b3b4-4d42-411b-85ae-f595a4122548,154661.916700002,-449713.3646
471,Active,FS 18,018,18,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,4518 W. Lennox Blvd.,Inglewood,90304,310-671-5368,33.937942129744,-118.355598891723,d2f0a98e-b88a-4b8e-bb94-cdfd14290034,152029.410100002,-451731.8775
472,Active,FS 181,181,181,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,590 S. Park Ave.,Pomona,91766,909-620-2201,34.0542643784064,-117.753963205957,bd534085-2785-472f-a4c1-313f8086af3b,207338.751800001,-437691.5791
473,Active,FS 182,182,182,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1059 N. White Ave.,Pomona,91768,909-620-2202,34.0676842315963,-117.75956339007,6936d013-1e69-45ca-ae0c-7428a89e277e,206786.704700001,-436215.5646
474,Active,FS 183,183,183,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,710 N. San Antonio Ave,Pomona,91767,909-620-2203,34.065615433067,-117.736357503211,ed96c629-2399-4c8d-ac22-08b9660e98d2,208933.612100001,-436394.1157
475,Active,FS 184,184,184,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1980 W. Orange Grove Ave.,Pomona,91768,909-620-2204,34.0629656932367,-117.784820245093,228e942e-7a4f-453d-8475-5c7a3a2edaa0,204468.228399999,-436793.6281
476,Active,FS 185,185,185,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,925 E. Lexington Ave.,Pomona,91766,909-620-2205,34.0375261218023,-117.737982487313,1d25c449-46f2-4f66-94a5-43ec2fc9b957,208857.990800001,-439512.7191
477,Active,FS 186,186,186,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,280 E. Bonita Ave.,Pomona,91767,909-620-2206,34.0958937580337,-117.745254517448,394b6764-4b68-470c-8f4e-c5ab8b75e4af,208032.706700001,-433055.7919
478,Active,FS 187,187,187,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,3325 W. Temple Ave.,Pomona,91768,909-620-2207,34.0463006737789,-117.808283149011,afb9731e-5ea0-41cf-a5c9-508fad754fde,202345.658599999,-438692.1023
479,Active,FS 188,188,188,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,18 Village Loop Rd.,Pomona,91766,909-620-2208,34.033697015053,-117.770022611372,8883a3a4-2116-4d43-9f85-0b0d1b59026c,205909.080200002,-440007.4611
480,Active,FS 19,019,19,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1729 W. Foothill Blvd.,La Canada Flintridge,91011,818-249-1562,34.2112867291671,-118.21439829975,346db999-4f6c-4eae-b72a-bd60a537c976,164512.381499998,-421178.5969
481,Active,FS 194,194,194,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,13540 S. Beach Blvd.,La Mirada,90638,562-697-4320,33.9090612324868,-117.976880390674,da69f2f7-feec-48a9-9693-648e7f652b4d,187117.447700001,-454245.8385
482,Active,FS 2,002,2,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,340 Palos Verdes Drive W.,Palos Verdes Estates,90274,310-373-6539,33.7999222663677,-118.391635260218,27e09974-0a30-44bc-93ee-ab8081ed862e,148957.736499999,-467094.0575
483,Active,FS 20,020,20,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,12110 Adoree Street,Norwalk,90650,562-863-0214,33.913130174911,-118.074151266801,419bbe67-0360-4dcb-b7cb-cdf24bcadcb1,178102.597600002,-453993.3511
